"Name","House","Expansion – #","Type","Rarity","Aerc Min","Aerc Max","Amber Control","Amber Control Max","Expected Amber","Expected Amber Max","Creature Protection","Creature Protection Max","Artifact Control","Artifact Control Max","Creature Control","Creature Control Max","Effective Power","Effective Power Max","Efficiency","Efficiency Max","Recursion","Recursion Max","Disruption","Disruption Max","Other","Other Max","Raw Amber","Power","Armor","Wins","Losses","SAS traits","Synergies","Traits","Text","Flavor Text"
"Project Z.Y.X.","Logos","AGE_OF_ASCENSION – 152","Creature","Rare","1","2.5","0","","0","","0","","0","","0","","6","","0","0","1.5","","0","","0","","0","5","1","2397","2368","goodReap – 3 – anyHouse","archivesRandom – 3 – anyHouse | archives – 1 – anyHouse","MUTANT | CYBORG","Fight/Reap: You may play one of your archived cards as if it were in your hand and in the active house. ","”Everything will be fine, as long as it doesn’t wake up.”"
"Replicator","Logos","WORLDS_COLLIDE – 174 | CALL_OF_THE_ARCHONS – 150 | AGE_OF_ASCENSION – 153","Creature","Rare","0.8500000000000001","1.35","0","","0","","0","","0","","0","","2","","0","0","","","0","","0.25","0.75","0","2","","7100","6961","goodReap – 3 – anyHouse","protectsCreatures – 2 – anyHouse | causesReaping – 2 – anyHouse","MUTANT","Reap: Trigger the reap effect of another creature in play as if you controlled that creature. (That creature does not exhaust.)",""
"Scientifical Hack","Logos","WORLDS_COLLIDE – 175 | AGE_OF_ASCENSION – 154","Artifact","Rare","1","1.5","0","","1","","0","","0","","0","","0","","0","0","","","0","","0","0.5","1","","","4145","4011","usableArtifact – 3 – anyHouse","usableArtifact – 3 – anyHouse","EQUATION","Omni: Sacrifice Scientifical Hack. For the remainder of the turn, you may use friendly artifacts as if they belonged to the active house.",""
"Shard of Knowledge","Logos","AGE_OF_ASCENSION – 155","Artifact","Rare","1","1.5","0","","0","","0","","0","","0","","0","","1","0","1.5","","0","","0","","0","","","1063","1165","any – 3 – anyHouse | usableArtifact – 3 – anyHouse | drawsCards – 3 – anyHouse","any – 3 – anyHouse","ITEM | SHARD","Action: Draw a card for each friendly Shard. ","Forged from desire."
"Mini Groupthink Tank","Logos","WORLDS_COLLIDE – 155","Creature","Uncommon","1.15","1.9","0","","0","","0","","0","","0.25","1","5","","0","0","","","0","","0","","0","3","2","6891","6781","goodPlay – 3 – anyHouse | goodReap – 3 – anyHouse | dealsDamage – 3 – anyHouse","moves – 4 – anyHouse","ROBOT | EXPERIMENT","Play/Fight/Reap: Deal 8D to a creature that shares a house with 2 of its neighbors.","Great minds shrink alike."
"Strange Gizmo","Logos","CALL_OF_THE_ARCHONS – 134 | WORLDS_COLLIDE – 177 | AGE_OF_ASCENSION – 156","Artifact","Rare","1","4","0","","0.5","1","0","","0.5","1","1","3","-10","","0","0","","","0","","0","","1","","","7753","7610","destroys – 3 – anyHouse | boardClear – 2 – anyHouse | good – 2 – anyHouse","any – 1 – anyHouse","ITEM","After you forge a key, destroy each creature and artifact. ","“Why did we make this again?”"
"Veylan Analyst","Logos","CALL_OF_THE_ARCHONS – 156","Creature","Uncommon","0.6000000000000001","2.1","0","","0","1.5","0","","0","","0","","2","","0","0","","","0","","0","","0","2","0","11236","10433","","usableArtifact – 3 – anyHouse","CYBORG | SCIENTIST","Each time you use an artifact, gain 1<A>.","Logos are divided into two camps: Theorists and Mechanists. Each believes themselves to be superior to the other. "
"The Curator","Logos","AGE_OF_ASCENSION – 157","Creature","Rare","0.7","1.2000000000000002","0","","0","","0","","0","","0","","3","","0","0","","","0","","0","0.5","0","3","","0","0","","usableArtifact – 3 – anyHouse","HUMAN | SCIENTIST","Friendly artifacts enter play ready. ","“Don’t touch anything.”"
"Experimental Therapy","Logos","CALL_OF_THE_ARCHONS – 157","Upgrade","Uncommon","0.75","","0","","0.25","","0","","0","","0.5","","0","","0","0","","","0","","0","","0","0","0","8925","9139","stuns – 3 – anyHouse","","","This creature belongs to all houses.Play: Stun and exhaust this creature.","“This is for our research, so be honest. How do you feel?”"
"Reassembling Automaton","Logos","WORLDS_COLLIDE – 158","Creature","Uncommon","1.2000000000000002","3.1999999999999997","0","","0","","0","","0","","0","","8","","0","0","","","0","","0","2","0","3","","6161","5849","goodDestroyed – 3 – anyHouse | regenerates – 4 – anyHouse","putsAmberOnTarget – 3 – anyHouse","ROBOT | EXPERIMENT","Destroyed: If you have any other creatures in play, instead of destroying Reassembling Automaton, fully heal it, exhaust it, and move it to a flank.",""
"Timetraveller","Logos","CALL_OF_THE_ARCHONS – 153 | AGE_OF_ASCENSION – 158","Creature","Rare","3.1","4.3500000000000005","0","","1","1.5","0","","0","","0","","2","","1.5","0","2.25","","0","","0","","1","2","","13620","10908","goodPlay – 4 – anyHouse | drawsCards – 3 – anyHouse | good – 4 – anyHouse","replays – 4 – house | replays – 1 – outOfHouse","HUMAN | SCIENTIST","Play: Draw 2 cards. Action: Shuffle Timetraveller into your deck.",""
"Transposition Sandals","Logos","CALL_OF_THE_ARCHONS – 159 | AGE_OF_ASCENSION – 159","Upgrade","Rare","1.5","","0","","1","","0","","0","","0","","0","","0","0","","","0","","0.5","","1","","","5354","5212","uses – 3 – outOfHouse | moves – 3 – anyHouse | goodPlay – 3 – anyHouse","","","This creature gains, “Action: Swap this creature with another friendly creature in the battleline. You may use that other creature this turn.”",""
"Academy Training","Logos","MASS_MUTATION – 098 | DARK_TIDINGS – 014 | WORLDS_COLLIDE – 161","Upgrade","Rare","1.25","","0","","0.5","","0","","0","","0","","0","","0.75","0","","","0","","0","","0","","","2818","2720","drawsCards – 3 – anyHouse | goodReap – 2 – anyHouse | uses – 3 – outOfHouse","","","If you control this creature, it belongs to house Logos. (Instead of its original house.) This creature gains, “Reap: Draw a card.”",""
"Hyde","Logos","MASS_MUTATION – 104 | DARK_TIDINGS – 012 | WORLDS_COLLIDE – 167","Creature","Rare","1.5499999999999998","2.05","0","","0","","0","","0","","0","","4","","0.5","0.25","1","","0","","0","","0","4","","2681","2755","goodReap – 3 – anyHouse | goodDestroyed – 3 – anyHouse | drawsCards – 3 – anyHouse | archivesRandom – 2 – anyHouse","selfEnhanced – 1 – anyHouse | causesReaping – 1 – outOfHouse | readies – 4 – house","HUMAN | SCIENTIST","Reap: Draw a card. If you control Velum, draw 2 cards instead. Destroyed: Archive Velum from your discard pile. If you do, archive Hyde.",""
"Mimic Gel","Logos","WORLDS_COLLIDE – 170","Creature","Rare","2.6999999999999997","3.6999999999999997","0","","0","","0","","0","","0","","3","","0","0","","","0","","2","3","0","","","2612","2298","good – 3 – anyHouse","good – 2 – anyHouse","MUTANT | SHAPESHIFTER","Mimic Gel cannot be played unless there is another creature in play. Mimic Gel enters play as a copy of another creature in play, except it belongs to house Logos.",""
"Self-Bolstering Automata","Logos","WORLDS_COLLIDE – 176","Creature","Rare","0.9","3.4","0","","0","","0","","0","","0","","5","10","0","0","","","0","","0","2","0","1","","1962","1874","goodDestroyed – 4 – anyHouse | regenerates – 4 – anyHouse","putsAmberOnTarget – 2 – anyHouse | causesFighting – 2 – anyHouse","ROBOT","Destroyed: If you have any other creatures in play, instead of destroying Self-Bolstering Automata, fully heal it, exhaust it, and move it to a flank. If you do, give it two +1 power counters.",""
"Universal Recycle Bin","Logos","WORLDS_COLLIDE – 179","Artifact","Rare","1","2","0","","1","","0","","0","","0","","0","","0","0","","1","0","","0","","1","","","2314","2129","usableArtifact – 3 – anyHouse","purges – 3 – anyHouse","ITEM","Action: Archive a purged card you own. ","“Waste is down 80%, and we have an all-time high cube surplus!”"
"The Grim Reaper","","ANOMALY_EXPANSION – A07","Creature","FIXED","2","3","0","","0.5","","0","","0","","1","2","1","","0","0","","","0","","0","","0","4","","373","311","goodReap – 2 – anyHouse | purges – 3 – anyHouse | good – 2 – anyHouse","causesReaping – 3 – anyHouse","SPECTER | ROBOT","If you are haunted, The Grim Reaper enters play ready. (You are haunted if there are 10 or more cards in your discard pile.) Reap: Purge an enemy creature and a friendly creature.",""
"Ammonia Clouds","Mars","CALL_OF_THE_ARCHONS – 160","Action","Common","1","2.5","0","","0","","0","","0","","1.5","3","-5","","0","0","","","0","","0","","0","0","0","20175","21288","dealsDamage – 3 – anyHouse | dangerousRandomPlay – 2 – anyHouse | damagesMultiple – 3 – anyHouse | boardClear – 2 – anyHouse","highTotalArmor – 3 – anyHouse | any – -1 – anyHouse","","Play: Deal 3<D> to each creature.","Partly cloudy with a chance of acid rain."
"Agent Hoo-man","Mars","AGE_OF_ASCENSION – 160","Creature","Common","1.05","","0","","-0.25","","0","","0","","0.5","","4","","0","0","","","0","","0","","0","2","","14748","16269","stuns – 3 – anyHouse | elusive – 3 – anyHouse","","AGENT | MARTIAN","Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Reap: Choose a friendly non-Mars creature and an enemy non-Mars creature. Stun the chosen creatures.",""
"Battle Fleet","Mars","CALL_OF_THE_ARCHONS – 161","Action","Uncommon","2.5","5","0","","1","","0","","0","","0","","0","","1.5","0","4","","0","","0","","1","0","0","11592","10744","drawsCards – 3 – anyHouse | good – 4 – anyHouse","drawsCards – 4 – house | archives – 1 – outOfHouse | returns_R_ToHand – 4 – house | archives – 2 – anyHouse | increasesHandSize – 1 – anyHouse","","Play: Reveal any number of Mars cards from your hand. For each card revealed this way, draw 1 card.",""
"Carpet Phloxem","Mars","AGE_OF_ASCENSION – 161","Action","Common","1.25","2","0","","1","","0","","0","","0.25","1","0","","0","0","","","0","","0","","1","","","15897","16994","damagesMultiple – 2 – anyHouse | dealsDamage – 2 – anyHouse | boardClear – 1 – anyHouse","lowTotalCreaturePower – 3 – anyHouse | highTotalCreaturePower – -3 – anyHouse | card – 4 – house","","Play: If there are no friendly creatures in play, deal 4D to each creature.","“Phlox ‘em! Phlox ‘em all!”"
"Deep Probe","Mars","CALL_OF_THE_ARCHONS – 162","Action","Uncommon","2","2.5","0","","1","","0","","0","","0.5","1","0","","0","0","","","0","","0.5","","1","0","0","8512","8789","revealsHand – 3 – anyHouse","returns_R_ToHand – 3 – anyHouse | revealsHand – 3 – anyHouse","","Play: Choose a house. Reveal your opponent's hand. Discard each creature of that house revealed this way.",""
"Collector Worm","Mars","AGE_OF_ASCENSION – 162","Creature","Common","2.4","3.15","0","","0","","0","","0","","1","1.75","10","","0","0","","","0","","0","","0","2","5","16504","17386","goodFight – 4 – anyHouse | archives – 3 – anyHouse | good – 2 – anyHouse","protectsFromEffects – 2 – anyHouse | causesFighting – 3 – anyHouse | preventsRemoval – 2 – anyHouse","BEAST","Fight: Archive the creature Collector Worm fights. If that creature leaves your archives, put it in its owner’s hand instead.",""
"EMP Blast","Mars","CALL_OF_THE_ARCHONS – 163","Action","Uncommon","1.25","3","0","","0.25","1","0","","1","2","0","","0","","0","0","","","0","","0","","1","0","0","7858","8118","dangerousRandomPlay – 2 – anyHouse | destroys – 3 – anyHouse | stuns – 3 – anyHouse","any – -1 – house | any – -1 – outOfHouse | any – -1 – anyHouse","","Play: Each Mars creature and each Robot creature is stunned. Each artifact is destroyed.",""
"Glyxl Proliferator","Mars","AGE_OF_ASCENSION – 163","Creature","Common","1.2000000000000002","2.2","0","","0","","0","","0","","0","","3","","0","0.5","","1.5","0","","0","","0","3","","15661","16710","goodReap – 3 – anyHouse | archives – 3 – house | returns_R_FromDiscard – 3 – house","good – 2 – house | protectsCreatures – 1 – anyHouse | causesReaping – 2 – house","SOLDIER | MARTIAN","Reap: If Glyxl Proliferator is on a flank, archive a Mars card from your discard pile.",""
"Hypnotic Command","Mars","AGE_OF_ASCENSION – 198 | CALL_OF_THE_ARCHONS – 164","Action","Rare","0.5","5.5","0.5","3","0","2.5","0","","0","","0","","0","","0","0","","","0","","0","","0","0","0","5916","5299","putsAmberOnTarget – 4 – anyHouse | good – 3 – anyHouse","lowCreatureCount – -3 – house | highCreatureCount – 3 – house | drawsCards – 3 – house | archives – 3 – outOfHouse","","Play: For each friendly Mars creature, choose an enemy creature to capture 1<A> from their own side.",""
"Ixxyxli Fixfinger","Mars","AGE_OF_ASCENSION – 164","Creature","Common","1.25","","0","","0","","0.25","","0","","0","","6","","0","0","","","0","","0","","0","2","2","15258","16543","elusive – 3 – anyHouse | protectsCreatures – 3 – house | addsArmor – 3 – house | protectsFromEffects – 3 – house","","MARTIAN | SCIENTIST","Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Each other Martian creature gets +1 armor.",""
"Irradiated Æmber","Mars","CALL_OF_THE_ARCHONS – 165","Action","Rare","1.5","2.5","0","","1","","0","","0","","0.5","1.5","0","","0","0","","","0","","0","","1","0","0","2445","2535","damagesMultiple – 3 – anyHouse | dealsDamage – 3 – anyHouse","increasesKeyCost – 3 – anyHouse","","Play: If your opponent has 6<A> or more, deal 3<D> to each enemy creature.","“They poisoned Mars. We must not let them do the same here.” –Eldest Bear"
"Mars First","Mars","AGE_OF_ASCENSION – 165","Action","Common","1.5","2","0","","1.5","2","0","","0","","0","","0","","0","0","","","0","","0","","1","","","17345","17477","uses – 3 – house","lowCreatureCount – -3 – house","","Play: Ready and use a friendly Mars creature. ","“Mars second, third, and fourth, too, if you ask me.” – Ulyq Megamouth"
"Mars Needs Æmber","Mars","AGE_OF_ASCENSION – 166","Action","Common","1.75","3.25","0.5","1.25","1.25","2","0","","0","","0","","0","","0","0","","","0","","0","","1","","","17312","17310","putsAmberOnTarget – 3 – anyHouse | good – 2 – anyHouse","damagesMultiple – 3 – anyHouse","","Play: Each damaged enemy non-Mars creature captures 1A from their own side.",""
"Mindwarper","Mars","CALL_OF_THE_ARCHONS – 196 | AGE_OF_ASCENSION – 167","Creature","Common","1.5499999999999998","2.05","0.75","1.25","0","","0","","0","","0","","4","","0","0","","","0","","0","","0","2","","38428","40661","goodAction – 3 – anyHouse | elusive – 3 – anyHouse | putsAmberOnTarget – 3 – anyHouse","uses – 3 – anyHouse","MARTIAN | SCIENTIST","Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Action: Choose an enemy creature. It captures 1A from its own side.",""
"Martians Make Bad Allies","Mars","CALL_OF_THE_ARCHONS – 168","Action","Rare","1","2","0","","1","2","0","","0","","0","","0","","0","0","","","0","","0","","0","0","0","2330","2411","purges – 2 – anyHouse","increasesHandSize – 3 – anyHouse | drawsCards – 3 – house","","Play: Reveal your hand. Purge each revealed non-Mars creature and gain 1<A> for each card purged this way.",""
"Mindworm","Mars","AGE_OF_ASCENSION – 168","Creature","Common","1.2000000000000002","","0","","0","","0","","0","","0.5","","3","","0","0","","","0","","0","","0","1","","14531","15964","elusive – 3 – anyHouse","","BEAST","Elusive. (The first time this creature is attacked each turn, no damage is dealt.) Before Fight: The creature Mindworm fights deals damage equal to its power to each of its neighbors.",""
